time,current,speed
5.021,9.8059,92.482
5.022,9.8059,92.483
5.023,9.8059,92.484
5.024,9.8059,92.485
5.025,9.8059,92.486
5.026,9.8059,92.487
5.027,9.8059,92.489
5.028,9.8059,92.49
5.029,9.8059,92.491
5.03,9.8059,92.492
5.031,9.8059,92.493
5.032,9.8059,92.494
5.033,9.8058,92.495
5.034,9.8058,92.497
5.035,9.8058,92.498
5.036,9.8058,92.499
5.037,9.8058,92.5
5.038,9.8058,92.501
5.039,9.8058,92.502
5.04,9.8058,92.503
5.041,9.8058,92.505
5.042,9.8058,92.506
5.043,9.8058,92.507
5.044,9.8058,92.508
5.045,9.8058,92.509
5.046,9.8058,92.51
5.047,9.8058,92.511
5.048,9.8058,92.512
5.049,9.8058,92.514
5.05,9.8058,92.515
5.051,9.8058,92.516
5.052,9.8058,92.517
5.053,9.8058,92.518
5.054,9.8058,92.519
5.055,9.8058,92.52
5.056,9.8058,92.521
5.057,9.8058,92.523
5.058,9.8058,92.524
5.059,9.8058,92.525
5.06,9.8058,92.526
5.061,9.8058,92.527
5.062,9.8058,92.528
5.063,9.8058,92.529
5.064,9.8058,92.53
5.065,9.8058,92.531
5.066,9.8058,92.533
5.067,9.8058,92.534
5.068,9.8058,92.535
5.069,9.8058,92.536
5.07,9.8058,92.537
5.071,9.8058,92.538
5.072,9.8058,92.539
5.073,9.8058,92.54
5.074,9.8058,92.541
5.075,9.8058,92.542
5.076,9.8058,92.544
5.077,9.8058,92.545
5.078,9.8058,92.546
5.079,9.8058,92.547
5.08,9.8058,92.548
5.081,9.8058,92.549
5.082,9.8058,92.55
5.083,9.8058,92.551
5.084,9.8058,92.552
5.085,9.8058,92.553
5.086,9.8058,92.554
5.087,9.8058,92.556
5.088,9.8058,92.557
5.089,9.8058,92.558
5.09,9.8058,92.559
5.091,9.8058,92.56
5.092,9.8058,92.561
5.093,9.8058,92.562
5.094,9.8058,92.563
5.095,9.8058,92.564
5.096,9.8058,92.565
5.097,9.8058,92.566
5.098,9.8058,92.567
5.099,9.8057,92.568
5.1,9.8057,92.57
5.101,9.8057,92.571
5.102,9.8057,92.572
5.103,9.8057,92.573
5.104,9.8057,92.574
5.105,9.8057,92.575
5.106,9.8057,92.576
5.107,9.8057,92.577
5.108,9.8057,92.578
5.109,9.8057,92.579
5.11,9.8057,92.58
5.111,9.8057,92.581
5.112,9.8057,92.582
5.113,9.8057,92.583
5.114,9.8057,92.584
5.115,9.8057,92.585
5.116,9.8057,92.586
5.117,9.8057,92.588
5.118,9.8057,92.589
5.119,9.8057,92.59
5.12,9.8057,92.591
5.121,9.8057,92.592
5.122,9.8057,92.593
5.123,9.8057,92.594
5.124,9.8057,92.595
5.125,9.8057,92.596
5.126,9.8057,92.597
5.127,9.8057,92.598
5.128,9.8057,92.599
5.129,9.8057,92.6
5.13,9.8057,92.601
5.131,9.8057,92.602
5.132,9.8057,92.603
5.133,9.8057,92.604
5.134,9.8057,92.605
5.135,9.8057,92.606
5.136,9.8057,92.607
5.137,9.8057,92.608
5.138,9.8057,92.609
5.139,9.8057,92.61
5.14,9.8057,92.611
5.141,9.8057,92.612
5.142,9.8057,92.613
5.143,9.8057,92.614
5.144,9.8057,92.615
5.145,9.8057,92.616
5.146,9.8057,92.618
5.147,9.8057,92.619
5.148,9.8057,92.62
5.149,9.8057,92.621
5.15,9.8057,92.622
5.151,9.8057,92.623
5.152,9.8057,92.624
5.153,9.8057,92.625
5.154,9.8057,92.626
5.155,9.8057,92.627
5.156,9.8057,92.628
5.157,9.8057,92.629
5.158,9.8057,92.63
5.159,9.8057,92.631
5.16,9.8057,92.632
5.161,9.8057,92.633
5.162,9.8057,92.634
5.163,9.8057,92.635
5.164,9.8057,92.636
5.165,9.8057,92.637
5.166,9.8057,92.638
5.167,9.8056,92.639
5.168,9.8056,92.64
5.169,9.8056,92.641
5.17,9.8056,92.642
5.171,9.8056,92.643
5.172,9.8056,92.644
5.173,9.8056,92.645
5.174,9.8056,92.646
5.175,9.8056,92.647
5.176,9.8056,92.648
5.177,9.8056,92.649
5.178,9.8056,92.65
5.179,9.8056,92.651
5.18,9.8056,92.652
5.181,9.8056,92.653
5.182,9.8056,92.654
5.183,9.8056,92.655
5.184,9.8056,92.656
5.185,9.8056,92.656
5.186,9.8056,92.657
5.187,9.8056,92.658
5.188,9.8056,92.659
5.189,9.8056,92.66
5.19,9.8056,92.661
5.191,9.8056,92.662
5.192,9.8056,92.663
5.193,9.8056,92.664
5.194,9.8056,92.665
5.195,9.8056,92.666
5.196,9.8056,92.667
5.197,9.8056,92.668
5.198,9.8056,92.669
5.199,9.8056,92.67
5.2,9.8056,92.671
5.201,9.8056,92.672
5.202,9.8056,92.673
5.203,9.8056,92.674
5.204,9.8056,92.675
5.205,9.8056,92.676
5.206,9.8056,92.677
5.207,9.8056,92.678
5.208,9.8056,92.679
5.209,9.8056,92.68
5.21,9.8056,92.681
5.211,9.8056,92.682
5.212,9.8056,92.683
5.213,9.8056,92.684
5.214,9.8056,92.684
5.215,9.8056,92.685
5.216,9.8056,92.686
5.217,9.8056,92.687
5.218,9.8056,92.688
5.219,9.8056,92.689
5.22,9.8056,92.69
5.221,9.8056,92.691
5.222,9.8056,92.692
5.223,9.8056,92.693
5.224,9.8056,92.694
5.225,9.8056,92.695
5.226,9.8056,92.696
5.227,9.8056,92.697
5.228,9.8056,92.698
5.229,9.8056,92.699
5.23,9.8056,92.7
5.231,9.8056,92.701
5.232,9.8056,92.701
5.233,9.8056,92.702
5.234,9.8056,92.703
5.235,9.8056,92.704
5.236,9.8056,92.705
5.237,9.8056,92.706
5.238,9.8055,92.707
5.239,9.8055,92.708
5.24,9.8055,92.709
5.241,9.8055,92.71
5.242,9.8055,92.711
5.243,9.8055,92.712
5.244,9.8055,92.713
5.245,9.8055,92.714
5.246,9.8055,92.714
5.247,9.8055,92.715
5.248,9.8055,92.716
5.249,9.8055,92.717
5.25,9.8055,92.718
5.251,9.8055,92.719
5.252,9.8055,92.72
5.253,9.8055,92.721
5.254,9.8055,92.722
5.255,9.8055,92.723
5.256,9.8055,92.724
5.257,9.8055,92.725
5.258,9.8055,92.725
5.259,9.8055,92.726
5.26,9.8055,92.727
5.261,9.8055,92.728
5.262,9.8055,92.729
5.263,9.8055,92.73
5.264,9.8055,92.731
5.265,9.8055,92.732
5.266,9.8055,92.733
5.267,9.8055,92.734
5.268,9.8055,92.734
5.269,9.8055,92.735
5.27,9.8055,92.736
5.271,9.8055,92.737
5.272,9.8055,92.738
5.273,9.8055,92.739
5.274,9.8055,92.74
5.275,9.8055,92.741
5.276,9.8055,92.742
5.277,9.8055,92.743
5.278,9.8055,92.743
5.279,9.8055,92.744
5.28,9.8055,92.745
5.281,9.8055,92.746
5.282,9.8055,92.747
5.283,9.8055,92.748
5.284,9.8055,92.749
5.285,9.8055,92.75
5.286,9.8055,92.751
5.287,9.8055,92.751
5.288,9.8055,92.752
5.289,9.8055,92.753
5.29,9.8055,92.754
5.291,9.8055,92.755
5.292,9.8055,92.756
5.293,9.8055,92.757
5.294,9.8055,92.758
5.295,9.8055,92.758
5.296,9.8055,92.759
5.297,9.8055,92.76
5.298,9.8055,92.761
5.299,9.8055,92.762
5.3,9.8055,92.763
5.301,9.8055,92.764
5.302,9.8055,92.765
5.303,9.8055,92.765
5.304,9.8055,92.766
5.305,9.8055,92.767
5.306,9.8055,92.768
5.307,9.8055,92.769
5.308,9.8055,92.77
5.309,9.8055,92.771
5.31,9.8055,92.772
5.311,9.8055,92.772
5.312,9.8055,92.773
5.313,9.8054,92.774
5.314,9.8054,92.775
5.315,9.8054,92.776
5.316,9.8054,92.777
5.317,9.8054,92.778
5.318,9.8054,92.778
5.319,9.8054,92.779
5.32,9.8054,92.78
5.321,9.8054,92.781
5.322,9.8054,92.782
5.323,9.8054,92.783
5.324,9.8054,92.784
5.325,9.8054,92.784
5.326,9.8054,92.785
5.327,9.8054,92.786
5.328,9.8054,92.787
5.329,9.8054,92.788
5.33,9.8054,92.789
5.331,9.8054,92.789
5.332,9.8054,92.79
5.333,9.8054,92.791
5.334,9.8054,92.792
5.335,9.8054,92.793
5.336,9.8054,92.794
5.337,9.8054,92.795
5.338,9.8054,92.795
5.339,9.8054,92.796
5.34,9.8054,92.797
5.341,9.8054,92.798
5.342,9.8054,92.799
5.343,9.8054,92.8
5.344,9.8054,92.8
5.345,9.8054,92.801
5.346,9.8054,92.802
5.347,9.8054,92.803
5.348,9.8054,92.804
5.349,9.8054,92.805
5.35,9.8054,92.805
5.351,9.8054,92.806
5.352,9.8054,92.807
5.353,9.8054,92.808
5.354,9.8054,92.809
5.355,9.8054,92.81
5.356,9.8054,92.81
5.357,9.8054,92.811
5.358,9.8054,92.812
5.359,9.8054,92.813
5.36,9.8054,92.814
5.361,9.8054,92.814
5.362,9.8054,92.815
5.363,9.8054,92.816
5.364,9.8054,92.817
5.365,9.8054,92.818
5.366,9.8054,92.819
5.367,9.8054,92.819
5.368,9.8054,92.82
5.369,9.8054,92.821
5.37,9.8054,92.822
5.371,9.8054,92.823
5.372,9.8054,92.823
5.373,9.8054,92.824
5.374,9.8054,92.825
5.375,9.8054,92.826
5.376,9.8054,92.827
5.377,9.8054,92.827
5.378,9.8054,92.828
5.379,9.8054,92.829
5.38,9.8054,92.83
5.381,9.8054,92.831
5.382,9.8054,92.831
5.383,9.8054,92.832
5.384,9.8054,92.833
5.385,9.8054,92.834
5.386,9.8054,92.835
5.387,9.8054,92.835
5.388,9.8054,92.836
5.389,9.8054,92.837
5.39,9.8054,92.838
5.391,9.8053,92.839
5.392,9.8053,92.839
5.393,9.8053,92.84
5.394,9.8053,92.841
5.395,9.8053,92.842
5.396,9.8053,92.843
5.397,9.8053,92.843
5.398,9.8053,92.844
5.399,9.8053,92.845
5.4,9.8053,92.846
5.401,9.8053,92.847
5.402,9.8053,92.847
5.403,9.8053,92.848
5.404,9.8053,92.849
5.405,9.8053,92.85
5.406,9.8053,92.85
5.407,9.8053,92.851
5.408,9.8053,92.852
5.409,9.8053,92.853
5.41,9.8053,92.854
5.411,9.8053,92.854
5.412,9.8053,92.855
5.413,9.8053,92.856
5.414,9.8053,92.857
5.415,9.8053,92.858
5.416,9.8053,92.858
5.417,9.8053,92.859
5.418,9.8053,92.86
5.419,9.8053,92.861
5.42,9.8053,92.861
5.421,9.8053,92.862
5.422,9.8053,92.863
5.423,9.8053,92.864
5.424,9.8053,92.864
5.425,9.8053,92.865
5.426,9.8053,92.866
5.427,9.8053,92.867
5.428,9.8053,92.868
5.429,9.8053,92.868
5.43,9.8053,92.869
5.431,9.8053,92.87
5.432,9.8053,92.871
5.433,9.8053,92.871
5.434,9.8053,92.872
5.435,9.8053,92.873
5.436,9.8053,92.874
5.437,9.8053,92.874
5.438,9.8053,92.875
5.439,9.8053,92.876
5.44,9.8053,92.877
5.441,9.8053,92.877
5.442,9.8053,92.878
5.443,9.8053,92.879
5.444,9.8053,92.88
5.445,9.8053,92.88
5.446,9.8053,92.881
5.447,9.8053,92.882
5.448,9.8053,92.883
5.449,9.8053,92.883
5.45,9.8053,92.884
5.451,9.8053,92.885
5.452,9.8053,92.886
5.453,9.8053,92.886
5.454,9.8053,92.887
5.455,9.8053,92.888
5.456,9.8053,92.889
5.457,9.8053,92.889
5.458,9.8053,92.89
5.459,9.8053,92.891
5.46,9.8053,92.892
5.461,9.8053,92.892
5.462,9.8053,92.893
5.463,9.8053,92.894
5.464,9.8053,92.895
5.465,9.8053,92.895
5.466,9.8053,92.896
5.467,9.8053,92.897
5.468,9.8053,92.898
5.469,9.8053,92.898
5.47,9.8053,92.899
5.471,9.8053,92.9
5.472,9.8053,92.9
5.473,9.8052,92.901
5.474,9.8052,92.902
5.475,9.8052,92.903
5.476,9.8052,92.903
5.477,9.8052,92.904
5.478,9.8052,92.905
5.479,9.8052,92.906
5.48,9.8052,92.906
5.481,9.8052,92.907
5.482,9.8052,92.908
5.483,9.8052,92.908
5.484,9.8052,92.909
5.485,9.8052,92.91
5.486,9.8052,92.911
5.487,9.8052,92.911
5.488,9.8052,92.912
5.489,9.8052,92.913
5.49,9.8052,92.914
5.491,9.8052,92.914
5.492,9.8052,92.915
5.493,9.8052,92.916
5.494,9.8052,92.916
5.495,9.8052,92.917
5.496,9.8052,92.918
5.497,9.8052,92.919
5.498,9.8052,92.919
5.499,9.8052,92.92
5.5,9.8052,92.921
5.501,9.8052,92.921
5.502,9.8052,92.922
5.503,9.8052,92.923
5.504,9.8052,92.924
5.505,9.8052,92.924
5.506,9.8052,92.925
5.507,9.8052,92.926
5.508,9.8052,92.926
5.509,9.8052,92.927
5.51,9.8052,92.928
5.511,9.8052,92.928
5.512,9.8052,92.929
5.513,9.8052,92.93
5.514,9.8052,92.931
5.515,9.8052,92.931
5.516,9.8052,92.932
5.517,9.8052,92.933
5.518,9.8052,92.933
5.519,9.8052,92.934
5.52,9.8052,92.935
5.521,9.8052,92.935
5.522,9.8052,92.936
5.523,9.8052,92.937
5.524,9.8052,92.938
5.525,9.8052,92.938
5.526,9.8052,92.939
5.527,9.8052,92.94
5.528,9.8052,92.94
5.529,9.8052,92.941
5.53,9.8052,92.942
5.531,9.8052,92.942
5.532,9.8052,92.943
5.533,9.8052,92.944
5.534,9.8052,92.944
5.535,9.8052,92.945
5.536,9.8052,92.946
5.537,9.8052,92.947
5.538,9.8052,92.947
5.539,9.8052,92.948
5.54,9.8052,92.949
5.541,9.8052,92.949
5.542,9.8052,92.95
5.543,9.8052,92.951
5.544,9.8052,92.951
5.545,9.8052,92.952
5.546,9.8052,92.953
5.547,9.8052,92.953
5.548,9.8052,92.954
5.549,9.8052,92.955
5.55,9.8052,92.955
5.551,9.8052,92.956
5.552,9.8052,92.957
5.553,9.8052,92.957
5.554,9.8052,92.958
5.555,9.8052,92.959
5.556,9.8052,92.959
5.557,9.8052,92.96
5.558,9.8052,92.961
5.559,9.8052,92.961
5.56,9.8052,92.962
5.561,9.8051,92.963
5.562,9.8051,92.963
5.563,9.8051,92.964
5.564,9.8051,92.965
5.565,9.8051,92.965
5.566,9.8051,92.966
5.567,9.8051,92.967
5.568,9.8051,92.967
5.569,9.8051,92.968
5.57,9.8051,92.969
5.571,9.8051,92.969
5.572,9.8051,92.97
5.573,9.8051,92.971
5.574,9.8051,92.971
5.575,9.8051,92.972
5.576,9.8051,92.973
5.577,9.8051,92.973
5.578,9.8051,92.974
5.579,9.8051,92.975
5.58,9.8051,92.975
5.581,9.8051,92.976
5.582,9.8051,92.977
5.583,9.8051,92.977
5.584,9.8051,92.978
5.585,9.8051,92.979
5.586,9.8051,92.979
5.587,9.8051,92.98
5.588,9.8051,92.981
5.589,9.8051,92.981
5.59,9.8051,92.982
5.591,9.8051,92.983
5.592,9.8051,92.983
5.593,9.8051,92.984
5.594,9.8051,92.985
5.595,9.8051,92.985
5.596,9.8051,92.986
5.597,9.8051,92.986
5.598,9.8051,92.987
5.599,9.8051,92.988
5.6,9.8051,92.988
5.601,9.8051,92.989
5.602,9.8051,92.99
5.603,9.8051,92.99
5.604,9.8051,92.991
5.605,9.8051,92.992
5.606,9.8051,92.992
5.607,9.8051,92.993
5.608,9.8051,92.994
5.609,9.8051,92.994
5.61,9.8051,92.995
5.611,9.8051,92.995
5.612,9.8051,92.996
5.613,9.8051,92.997
5.614,9.8051,92.997
5.615,9.8051,92.998
5.616,9.8051,92.999
5.617,9.8051,92.999
5.618,9.8051,93
5.619,9.8051,93.001
5.62,9.8051,93.001
5.621,9.8051,93.002
5.622,9.8051,93.002
5.623,9.8051,93.003
5.624,9.8051,93.004
5.625,9.8051,93.004
5.626,9.8051,93.005
5.627,9.8051,93.006
5.628,9.8051,93.006
5.629,9.8051,93.007
5.63,9.8051,93.007
5.631,9.8051,93.008
5.632,9.8051,93.009
5.633,9.8051,93.009
5.634,9.8051,93.01
5.635,9.8051,93.011
5.636,9.8051,93.011
5.637,9.8051,93.012
5.638,9.8051,93.012
5.639,9.8051,93.013
5.64,9.8051,93.014
5.641,9.8051,93.014
5.642,9.8051,93.015
5.643,9.8051,93.015
5.644,9.8051,93.016
5.645,9.8051,93.017
5.646,9.8051,93.017
5.647,9.8051,93.018
5.648,9.8051,93.019
5.649,9.8051,93.019
5.65,9.8051,93.02
5.651,9.8051,93.02
5.652,9.8051,93.021
5.653,9.8051,93.022
5.654,9.8051,93.022
5.655,9.805,93.023
5.656,9.805,93.023
5.657,9.805,93.024
5.658,9.805,93.025
5.659,9.805,93.025
5.66,9.805,93.026
5.661,9.805,93.026
5.662,9.805,93.027
5.663,9.805,93.028
5.664,9.805,93.028
5.665,9.805,93.029
5.666,9.805,93.029
5.667,9.805,93.03
5.668,9.805,93.031
5.669,9.805,93.031
5.67,9.805,93.032
5.671,9.805,93.032
5.672,9.805,93.033
5.673,9.805,93.034
5.674,9.805,93.034
5.675,9.805,93.035
5.676,9.805,93.035
5.677,9.805,93.036
5.678,9.805,93.037
5.679,9.805,93.037
5.68,9.805,93.038
5.681,9.805,93.038
5.682,9.805,93.039
5.683,9.805,93.04
5.684,9.805,93.04
5.685,9.805,93.041
5.686,9.805,93.041
5.687,9.805,93.042
5.688,9.805,93.043
5.689,9.805,93.043
5.69,9.805,93.044
5.691,9.805,93.044
5.692,9.805,93.045
5.693,9.805,93.045
5.694,9.805,93.046
5.695,9.805,93.047
5.696,9.805,93.047
5.697,9.805,93.048
5.698,9.805,93.048
5.699,9.805,93.049
5.7,9.805,93.05
5.701,9.805,93.05
5.702,9.805,93.051
5.703,9.805,93.051
5.704,9.805,93.052
5.705,9.805,93.052
5.706,9.805,93.053
5.707,9.805,93.054
5.708,9.805,93.054
5.709,9.805,93.055
5.71,9.805,93.055
5.711,9.805,93.056
5.712,9.805,93.056
5.713,9.805,93.057
5.714,9.805,93.058
5.715,9.805,93.058
5.716,9.805,93.059
5.717,9.805,93.059
5.718,9.805,93.06
5.719,9.805,93.06
5.72,9.805,93.061
5.721,9.805,93.062
5.722,9.805,93.062
5.723,9.805,93.063
5.724,9.805,93.063
5.725,9.805,93.064
5.726,9.805,93.064
5.727,9.805,93.065
5.728,9.805,93.066
5.729,9.805,93.066
5.73,9.805,93.067
5.731,9.805,93.067
5.732,9.805,93.068
5.733,9.805,93.068
5.734,9.805,93.069
5.735,9.805,93.07
5.736,9.805,93.07
5.737,9.805,93.071
5.738,9.805,93.071
5.739,9.805,93.072
5.74,9.805,93.072
5.741,9.805,93.073
5.742,9.805,93.073
5.743,9.805,93.074
5.744,9.805,93.075
5.745,9.805,93.075
5.746,9.805,93.076
5.747,9.805,93.076
5.748,9.805,93.077
5.749,9.805,93.077
5.75,9.805,93.078
5.751,9.805,93.078
5.752,9.805,93.079
5.753,9.805,93.08
5.754,9.805,93.08
5.755,9.805,93.081
5.756,9.8049,93.081
5.757,9.8049,93.082
5.758,9.8049,93.082
5.759,9.8049,93.083
5.76,9.8049,93.083
5.761,9.8049,93.084
5.762,9.8049,93.084
5.763,9.8049,93.085
5.764,9.8049,93.086
5.765,9.8049,93.086
5.766,9.8049,93.087
5.767,9.8049,93.087
5.768,9.8049,93.088
5.769,9.8049,93.088
5.77,9.8049,93.089
5.771,9.8049,93.089
5.772,9.8049,93.09
5.773,9.8049,93.09
5.774,9.8049,93.091
5.775,9.8049,93.092
5.776,9.8049,93.092
5.777,9.8049,93.093
5.778,9.8049,93.093
5.779,9.8049,93.094
5.78,9.8049,93.094
5.781,9.8049,93.095
5.782,9.8049,93.095
5.783,9.8049,93.096
5.784,9.8049,93.096
5.785,9.8049,93.097
5.786,9.8049,93.097
5.787,9.8049,93.098
5.788,9.8049,93.098
5.789,9.8049,93.099
5.79,9.8049,93.1
5.791,9.8049,93.1
5.792,9.8049,93.101
5.793,9.8049,93.101
5.794,9.8049,93.102
5.795,9.8049,93.102
5.796,9.8049,93.103
5.797,9.8049,93.103
5.798,9.8049,93.104
5.799,9.8049,93.104
5.8,9.8049,93.105
5.801,9.8049,93.105
5.802,9.8049,93.106
5.803,9.8049,93.106
5.804,9.8049,93.107
5.805,9.8049,93.107
5.806,9.8049,93.108
5.807,9.8049,93.108
5.808,9.8049,93.109
5.809,9.8049,93.11
5.81,9.8049,93.11
5.811,9.8049,93.111
5.812,9.8049,93.111
5.813,9.8049,93.112
5.814,9.8049,93.112
5.815,9.8049,93.113
5.816,9.8049,93.113
5.817,9.8049,93.114
5.818,9.8049,93.114
5.819,9.8049,93.115
5.82,9.8049,93.115
5.821,9.8049,93.116
5.822,9.8049,93.116
5.823,9.8049,93.117
5.824,9.8049,93.117
5.825,9.8049,93.118
5.826,9.8049,93.118
5.827,9.8049,93.119
5.828,9.8049,93.119
5.829,9.8049,93.12
5.83,9.8049,93.12
5.831,9.8049,93.121
5.832,9.8049,93.121
5.833,9.8049,93.122
5.834,9.8049,93.122
5.835,9.8049,93.123
5.836,9.8049,93.123
5.837,9.8049,93.124
5.838,9.8049,93.124
5.839,9.8049,93.125
5.84,9.8049,93.125
5.841,9.8049,93.126
5.842,9.8049,93.126
5.843,9.8049,93.127
5.844,9.8049,93.127
5.845,9.8049,93.128
5.846,9.8049,93.128
5.847,9.8049,93.129
5.848,9.8049,93.129
5.849,9.8049,93.13
5.85,9.8049,93.13
5.851,9.8049,93.131
5.852,9.8049,93.131
5.853,9.8049,93.132
5.854,9.8049,93.132
5.855,9.8049,93.133
5.856,9.8049,93.133
5.857,9.8049,93.134
5.858,9.8049,93.134
5.859,9.8049,93.135
5.86,9.8049,93.135
5.861,9.8049,93.136
5.862,9.8049,93.136
5.863,9.8049,93.137
5.864,9.8049,93.137
5.865,9.8049,93.138
5.866,9.8049,93.138
5.867,9.8048,93.139
5.868,9.8048,93.139
5.869,9.8048,93.14
5.87,9.8048,93.14
5.871,9.8048,93.141
5.872,9.8048,93.141
5.873,9.8048,93.142
5.874,9.8048,93.142
5.875,9.8048,93.143
5.876,9.8048,93.143
5.877,9.8048,93.144
5.878,9.8048,93.144
5.879,9.8048,93.145
5.88,9.8048,93.145
5.881,9.8048,93.146
5.882,9.8048,93.146
5.883,9.8048,93.147
5.884,9.8048,93.147
5.885,9.8048,93.148
5.886,9.8048,93.148
5.887,9.8048,93.149
5.888,9.8048,93.149
5.889,9.8048,93.149
5.89,9.8048,93.15
5.891,9.8048,93.15
5.892,9.8048,93.151
5.893,9.8048,93.151
5.894,9.8048,93.152
5.895,9.8048,93.152
5.896,9.8048,93.153
5.897,9.8048,93.153
5.898,9.8048,93.154
5.899,9.8048,93.154
5.9,9.8048,93.155
5.901,9.8048,93.155
5.902,9.8048,93.156
5.903,9.8048,93.156
5.904,9.8048,93.157
5.905,9.8048,93.157
5.906,9.8048,93.158
5.907,9.8048,93.158
5.908,9.8048,93.158
5.909,9.8048,93.159
5.91,9.8048,93.159
5.911,9.8048,93.16
5.912,9.8048,93.16
5.913,9.8048,93.161
5.914,9.8048,93.161
5.915,9.8048,93.162
5.916,9.8048,93.162
5.917,9.8048,93.163
5.918,9.8048,93.163
5.919,9.8048,93.164
5.92,9.8048,93.164
5.921,9.8048,93.165
5.922,9.8048,93.165
5.923,9.8048,93.165
5.924,9.8048,93.166
5.925,9.8048,93.166
5.926,9.8048,93.167
5.927,9.8048,93.167
5.928,9.8048,93.168
5.929,9.8048,93.168
5.93,9.8048,93.169
5.931,9.8048,93.169
5.932,9.8048,93.17
5.933,9.8048,93.17
5.934,9.8048,93.171
5.935,9.8048,93.171
5.936,9.8048,93.171
5.937,9.8048,93.172
5.938,9.8048,93.172
5.939,9.8048,93.173
5.94,9.8048,93.173
5.941,9.8048,93.174
5.942,9.8048,93.174
5.943,9.8048,93.175
5.944,9.8048,93.175
5.945,9.8048,93.176
5.946,9.8048,93.176
5.947,9.8048,93.176
5.948,9.8048,93.177
5.949,9.8048,93.177
5.95,9.8048,93.178
5.951,9.8048,93.178
5.952,9.8048,93.179
5.953,9.8048,93.179
5.954,9.8048,93.18
5.955,9.8048,93.18
5.956,9.8048,93.181
5.957,9.8048,93.181
5.958,9.8048,93.181
5.959,9.8048,93.182
5.96,9.8048,93.182
5.961,9.8048,93.183
5.962,9.8048,93.183
5.963,9.8048,93.184
5.964,9.8048,93.184
5.965,9.8048,93.185
5.966,9.8048,93.185
5.967,9.8048,93.185
5.968,9.8048,93.186
5.969,9.8048,93.186
5.97,9.8048,93.187
5.971,9.8048,93.187
5.972,9.8048,93.188
5.973,9.8048,93.188
5.974,9.8048,93.189
5.975,9.8048,93.189
5.976,9.8048,93.189
5.977,9.8048,93.19
5.978,9.8048,93.19
5.979,9.8048,93.191
5.98,9.8048,93.191
5.981,9.8048,93.192
5.982,9.8048,93.192
5.983,9.8048,93.192
5.984,9.8048,93.193
5.985,9.8048,93.193
5.986,9.8048,93.194
5.987,9.8048,93.194
5.988,9.8047,93.195
5.989,9.8047,93.195
5.99,9.8047,93.196
5.991,9.8047,93.196
5.992,9.8047,93.196
5.993,9.8047,93.197
5.994,9.8047,93.197
5.995,9.8047,93.198
5.996,9.8047,93.198
5.997,9.8047,93.199
5.998,9.8047,93.199
5.999,9.8047,93.199
6,9.8047,93.2
6.001,9.8047,93.2
6.002,9.8047,93.201
6.003,9.8047,93.201
6.004,9.8047,93.202
6.005,9.8047,93.202
6.006,9.8047,93.202
6.007,9.8047,93.203
6.008,9.8047,93.203
6.009,9.8047,93.204
6.01,9.8047,93.204
6.011,9.8047,93.204
6.012,9.8047,93.205
6.013,9.8047,93.205
6.014,9.8047,93.206
6.015,9.8047,93.206
6.016,9.8047,93.207
6.017,9.8047,93.207
6.018,9.8047,93.207
6.019,9.8047,93.208
6.02,9.8047,93.208
6.021,9.8047,93.209
6.022,9.8047,93.209
6.023,9.8047,93.21
6.024,9.8047,93.21
6.025,9.8047,93.21
6.026,9.8047,93.211
6.027,9.8047,93.211
6.028,9.8047,93.212
6.029,9.8047,93.212
6.03,9.8047,93.212
6.031,9.8047,93.213
6.032,9.8047,93.213
6.033,9.8047,93.214
6.034,9.8047,93.214
6.035,9.8047,93.215
6.036,9.8047,93.215
6.037,9.8047,93.215
6.038,9.8047,93.216
6.039,9.8047,93.216
6.04,9.8047,93.217
6.041,9.8047,93.217
6.042,9.8047,93.217
6.043,9.8047,93.218
6.044,9.8047,93.218
6.045,9.8047,93.219
6.046,9.8047,93.219
6.047,9.8047,93.219
6.048,9.8047,93.22
6.049,9.8047,93.22
6.05,9.8047,93.221
6.051,9.8047,93.221
6.052,9.8047,93.222
6.053,9.8047,93.222
6.054,9.8047,93.222
6.055,9.8047,93.223
6.056,9.8047,93.223
6.057,9.8047,93.224
6.058,9.8047,93.224
6.059,9.8047,93.224
6.06,9.8047,93.225
6.061,9.8047,93.225
6.062,9.8047,93.226
6.063,9.8047,93.226
6.064,9.8047,93.226
6.065,9.8047,93.227
6.066,9.8047,93.227
6.067,9.8047,93.228
6.068,9.8047,93.228
6.069,9.8047,93.228
6.07,9.8047,93.229
6.071,9.8047,93.229
6.072,9.8047,93.23
6.073,9.8047,93.23
6.074,9.8047,93.23
6.075,9.8047,93.231
6.076,9.8047,93.231
6.077,9.8047,93.232
6.078,9.8047,93.232
6.079,9.8047,93.232
6.08,9.8047,93.233
6.081,9.8047,93.233
6.082,9.8047,93.234
6.083,9.8047,93.234
6.084,9.8047,93.234
6.085,9.8047,93.235
6.086,9.8047,93.235
6.087,9.8047,93.235
6.088,9.8047,93.236
6.089,9.8047,93.236
6.09,9.8047,93.237
6.091,9.8047,93.237
6.092,9.8047,93.237
6.093,9.8047,93.238
6.094,9.8047,93.238
6.095,9.8047,93.239
6.096,9.8047,93.239
6.097,9.8047,93.239
6.098,9.8047,93.24
6.099,9.8047,93.24
6.1,9.8047,93.241
6.101,9.8047,93.241
6.102,9.8047,93.241
6.103,9.8047,93.242
6.104,9.8047,93.242
