time,current,speed
2.308,9.7406,76.421
2.309,9.7407,76.438
2.31,9.7409,76.454
2.311,9.7411,76.471
2.312,9.7412,76.488
2.313,9.7414,76.504
2.314,9.7415,76.521
2.315,9.7417,76.537
2.316,9.7419,76.554
2.317,9.742,76.57
2.318,9.7422,76.586
2.319,9.7423,76.603
2.32,9.7425,76.619
2.321,9.7427,76.636
2.322,9.7428,76.652
2.323,9.743,76.668
2.324,9.7431,76.685
2.325,9.7433,76.701
2.326,9.7435,76.717
2.327,9.7436,76.734
2.328,9.7438,76.75
2.329,9.7439,76.766
2.33,9.7441,76.783
2.331,9.7442,76.799
2.332,9.7444,76.815
2.333,9.7445,76.831
2.334,9.7447,76.848
2.335,9.7449,76.864
2.336,9.745,76.88
2.337,9.7452,76.896
2.338,9.7453,76.912
2.339,9.7455,76.928
2.34,9.7456,76.944
2.341,9.7458,76.961
2.342,9.7459,76.977
2.343,9.7461,76.993
2.344,9.7462,77.009
2.345,9.7464,77.025
2.346,9.7465,77.041
2.347,9.7467,77.057
2.348,9.7468,77.073
2.349,9.747,77.089
2.35,9.7471,77.105
2.351,9.7473,77.121
2.352,9.7474,77.137
2.353,9.7476,77.153
2.354,9.7477,77.169
2.355,9.7479,77.185
2.356,9.748,77.2
2.357,9.7482,77.216
2.358,9.7483,77.232
2.359,9.7485,77.248
2.36,9.7486,77.264
2.361,9.7488,77.28
2.362,9.7489,77.295
2.363,9.749,77.311
2.364,9.7492,77.327
2.365,9.7493,77.343
2.366,9.7495,77.358
2.367,9.7496,77.374
2.368,9.7498,77.39
2.369,9.7499,77.406
2.37,9.75,77.421
2.371,9.7502,77.437
2.372,9.7503,77.453
2.373,9.7505,77.468
2.374,9.7506,77.484
2.375,9.7508,77.5
2.376,9.7509,77.515
2.377,9.751,77.531
2.378,9.7512,77.546
2.379,9.7513,77.562
2.38,9.7515,77.577
2.381,9.7516,77.593
2.382,9.7517,77.608
2.383,9.7519,77.624
2.384,9.752,77.639
2.385,9.7522,77.655
2.386,9.7523,77.67
2.387,9.7524,77.686
2.388,9.7526,77.701
2.389,9.7527,77.717
2.39,9.7528,77.732
2.391,9.753,77.747
2.392,9.7531,77.763
2.393,9.7532,77.778
2.394,9.7534,77.793
2.395,9.7535,77.809
2.396,9.7536,77.824
2.397,9.7538,77.839
2.398,9.7539,77.855
2.399,9.7541,77.87
2.4,9.7542,77.885
2.401,9.7543,77.9
2.402,9.7545,77.916
2.403,9.7546,77.931
2.404,9.7547,77.946
2.405,9.7548,77.961
2.406,9.755,77.977
2.407,9.7551,77.992
2.408,9.7552,78.007
2.409,9.7554,78.022
2.41,9.7555,78.037
2.411,9.7556,78.052
2.412,9.7558,78.067
2.413,9.7559,78.082
2.414,9.756,78.097
2.415,9.7562,78.112
2.416,9.7563,78.128
2.417,9.7564,78.143
2.418,9.7565,78.158
2.419,9.7567,78.173
2.42,9.7568,78.188
2.421,9.7569,78.202
2.422,9.757,78.217
2.423,9.7572,78.232
2.424,9.7573,78.247
2.425,9.7574,78.262
2.426,9.7575,78.277
2.427,9.7577,78.292
2.428,9.7578,78.307
2.429,9.7579,78.322
2.43,9.7581,78.337
2.431,9.7582,78.351
2.432,9.7583,78.366
2.433,9.7584,78.381
2.434,9.7585,78.396
2.435,9.7587,78.411
2.436,9.7588,78.425
2.437,9.7589,78.44
2.438,9.759,78.455
2.439,9.7592,78.47
2.44,9.7593,78.484
2.441,9.7594,78.499
2.442,9.7595,78.514
2.443,9.7596,78.528
2.444,9.7598,78.543
2.445,9.7599,78.558
2.446,9.76,78.572
2.447,9.7601,78.587
2.448,9.7602,78.602
2.449,9.7604,78.616
2.45,9.7605,78.631
2.451,9.7606,78.645
2.452,9.7607,78.66
2.453,9.7608,78.674
2.454,9.761,78.689
2.455,9.7611,78.703
2.456,9.7612,78.718
2.457,9.7613,78.732
2.458,9.7614,78.747
2.459,9.7615,78.761
2.46,9.7617,78.776
2.461,9.7618,78.79
2.462,9.7619,78.805
2.463,9.762,78.819
2.464,9.7621,78.833
2.465,9.7622,78.848
2.466,9.7624,78.862
2.467,9.7625,78.876
2.468,9.7626,78.891
2.469,9.7627,78.905
2.47,9.7628,78.919
2.471,9.7629,78.934
2.472,9.763,78.948
2.473,9.7632,78.962
2.474,9.7633,78.976
2.475,9.7634,78.991
2.476,9.7635,79.005
2.477,9.7636,79.019
2.478,9.7637,79.033
2.479,9.7638,79.048
2.48,9.7639,79.062
2.481,9.764,79.076
2.482,9.7642,79.09
2.483,9.7643,79.104
2.484,9.7644,79.118
2.485,9.7645,79.132
2.486,9.7646,79.147
2.487,9.7647,79.161
2.488,9.7648,79.175
2.489,9.7649,79.189
2.49,9.765,79.203
2.491,9.7651,79.217
2.492,9.7653,79.231
2.493,9.7654,79.245
2.494,9.7655,79.259
2.495,9.7656,79.273
2.496,9.7657,79.287
2.497,9.7658,79.301
2.498,9.7659,79.315
2.499,9.766,79.329
2.5,9.7661,79.343
2.501,9.7662,79.356
2.502,9.7663,79.37
2.503,9.7664,79.384
2.504,9.7665,79.398
2.505,9.7666,79.412
2.506,9.7667,79.426
2.507,9.7668,79.44
2.508,9.767,79.453
2.509,9.7671,79.467
2.51,9.7672,79.481
2.511,9.7673,79.495
2.512,9.7674,79.509
2.513,9.7675,79.522
2.514,9.7676,79.536
2.515,9.7677,79.55
2.516,9.7678,79.563
2.517,9.7679,79.577
2.518,9.768,79.591
2.519,9.7681,79.605
2.52,9.7682,79.618
2.521,9.7683,79.632
2.522,9.7684,79.645
2.523,9.7685,79.659
2.524,9.7686,79.673
2.525,9.7687,79.686
2.526,9.7688,79.7
2.527,9.7689,79.713
2.528,9.769,79.727
2.529,9.7691,79.741
2.53,9.7692,79.754
2.531,9.7693,79.768
2.532,9.7694,79.781
2.533,9.7695,79.795
2.534,9.7696,79.808
2.535,9.7697,79.822
2.536,9.7698,79.835
2.537,9.7699,79.848
2.538,9.77,79.862
2.539,9.7701,79.875
2.54,9.7702,79.889
2.541,9.7703,79.902
2.542,9.7704,79.916
2.543,9.7705,79.929
2.544,9.7706,79.942
2.545,9.7706,79.956
2.546,9.7707,79.969
2.547,9.7708,79.982
2.548,9.7709,79.996
2.549,9.771,80.009
2.55,9.7711,80.022
2.551,9.7712,80.035
2.552,9.7713,80.049
2.553,9.7714,80.062
2.554,9.7715,80.075
2.555,9.7716,80.088
2.556,9.7717,80.102
2.557,9.7718,80.115
2.558,9.7719,80.128
2.559,9.772,80.141
2.56,9.7721,80.154
2.561,9.7722,80.167
2.562,9.7722,80.181
2.563,9.7723,80.194
2.564,9.7724,80.207
2.565,9.7725,80.22
2.566,9.7726,80.233
2.567,9.7727,80.246
2.568,9.7728,80.259
2.569,9.7729,80.272
2.57,9.773,80.285
2.571,9.7731,80.298
2.572,9.7732,80.311
2.573,9.7732,80.324
2.574,9.7733,80.337
2.575,9.7734,80.35
2.576,9.7735,80.363
2.577,9.7736,80.376
2.578,9.7737,80.389
2.579,9.7738,80.402
2.58,9.7739,80.415
2.581,9.774,80.428
2.582,9.774,80.441
2.583,9.7741,80.454
2.584,9.7742,80.467
2.585,9.7743,80.479
2.586,9.7744,80.492
2.587,9.7745,80.505
2.588,9.7746,80.518
2.589,9.7747,80.531
2.59,9.7747,80.544
2.591,9.7748,80.556
2.592,9.7749,80.569
2.593,9.775,80.582
2.594,9.7751,80.595
2.595,9.7752,80.607
2.596,9.7753,80.62
2.597,9.7753,80.633
2.598,9.7754,80.645
2.599,9.7755,80.658
2.6,9.7756,80.671
2.601,9.7757,80.684
2.602,9.7758,80.696
2.603,9.7758,80.709
2.604,9.7759,80.721
2.605,9.776,80.734
2.606,9.7761,80.747
2.607,9.7762,80.759
2.608,9.7763,80.772
2.609,9.7763,80.784
2.61,9.7764,80.797
2.611,9.7765,80.81
2.612,9.7766,80.822
2.613,9.7767,80.835
2.614,9.7768,80.847
2.615,9.7768,80.86
2.616,9.7769,80.872
2.617,9.777,80.885
2.618,9.7771,80.897
2.619,9.7772,80.91
2.62,9.7772,80.922
2.621,9.7773,80.934
2.622,9.7774,80.947
2.623,9.7775,80.959
2.624,9.7776,80.972
2.625,9.7776,80.984
2.626,9.7777,80.996
2.627,9.7778,81.009
2.628,9.7779,81.021
2.629,9.778,81.033
2.63,9.778,81.046
2.631,9.7781,81.058
2.632,9.7782,81.07
2.633,9.7783,81.083
2.634,9.7783,81.095
2.635,9.7784,81.107
2.636,9.7785,81.119
2.637,9.7786,81.132
2.638,9.7787,81.144
2.639,9.7787,81.156
2.64,9.7788,81.168
2.641,9.7789,81.181
2.642,9.779,81.193
2.643,9.779,81.205
2.644,9.7791,81.217
2.645,9.7792,81.229
2.646,9.7793,81.241
2.647,9.7793,81.254
2.648,9.7794,81.266
2.649,9.7795,81.278
2.65,9.7796,81.29
2.651,9.7796,81.302
2.652,9.7797,81.314
2.653,9.7798,81.326
2.654,9.7799,81.338
2.655,9.7799,81.35
2.656,9.78,81.362
2.657,9.7801,81.374
2.658,9.7802,81.386
2.659,9.7802,81.398
2.66,9.7803,81.41
2.661,9.7804,81.422
2.662,9.7805,81.434
2.663,9.7805,81.446
2.664,9.7806,81.458
2.665,9.7807,81.47
2.666,9.7807,81.482
2.667,9.7808,81.494
2.668,9.7809,81.506
2.669,9.781,81.518
2.67,9.781,81.529
2.671,9.7811,81.541
2.672,9.7812,81.553
2.673,9.7812,81.565
2.674,9.7813,81.577
2.675,9.7814,81.589
2.676,9.7815,81.6
2.677,9.7815,81.612
2.678,9.7816,81.624
2.679,9.7817,81.636
2.68,9.7817,81.648
2.681,9.7818,81.659
2.682,9.7819,81.671
2.683,9.7819,81.683
2.684,9.782,81.695
2.685,9.7821,81.706
2.686,9.7822,81.718
2.687,9.7822,81.73
2.688,9.7823,81.741
2.689,9.7824,81.753
2.69,9.7824,81.765
2.691,9.7825,81.776
2.692,9.7826,81.788
2.693,9.7826,81.799
2.694,9.7827,81.811
2.695,9.7828,81.823
2.696,9.7828,81.834
2.697,9.7829,81.846
2.698,9.783,81.857
2.699,9.783,81.869
2.7,9.7831,81.881
2.701,9.7832,81.892
2.702,9.7832,81.904
2.703,9.7833,81.915
2.704,9.7834,81.927
2.705,9.7834,81.938
2.706,9.7835,81.95
2.707,9.7836,81.961
2.708,9.7836,81.972
2.709,9.7837,81.984
2.71,9.7838,81.995
2.711,9.7838,82.007
2.712,9.7839,82.018
2.713,9.784,82.03
2.714,9.784,82.041
2.715,9.7841,82.052
2.716,9.7841,82.064
2.717,9.7842,82.075
2.718,9.7843,82.086
2.719,9.7843,82.098
2.72,9.7844,82.109
2.721,9.7845,82.12
2.722,9.7845,82.132
2.723,9.7846,82.143
2.724,9.7847,82.154
2.725,9.7847,82.166
2.726,9.7848,82.177
2.727,9.7848,82.188
2.728,9.7849,82.199
2.729,9.785,82.21
2.73,9.785,82.222
2.731,9.7851,82.233
2.732,9.7852,82.244
2.733,9.7852,82.255
2.734,9.7853,82.266
2.735,9.7853,82.278
2.736,9.7854,82.289
2.737,9.7855,82.3
2.738,9.7855,82.311
2.739,9.7856,82.322
2.74,9.7856,82.333
2.741,9.7857,82.344
2.742,9.7858,82.356
2.743,9.7858,82.367
2.744,9.7859,82.378
2.745,9.7859,82.389
2.746,9.786,82.4
2.747,9.7861,82.411
2.748,9.7861,82.422
2.749,9.7862,82.433
2.75,9.7862,82.444
2.751,9.7863,82.455
2.752,9.7864,82.466
2.753,9.7864,82.477
2.754,9.7865,82.488
2.755,9.7865,82.499
2.756,9.7866,82.51
2.757,9.7866,82.521
2.758,9.7867,82.532
2.759,9.7868,82.542
2.76,9.7868,82.553
2.761,9.7869,82.564
2.762,9.7869,82.575
2.763,9.787,82.586
2.764,9.7871,82.597
2.765,9.7871,82.608
2.766,9.7872,82.619
2.767,9.7872,82.629
2.768,9.7873,82.64
2.769,9.7873,82.651
2.77,9.7874,82.662
2.771,9.7874,82.673
2.772,9.7875,82.683
2.773,9.7876,82.694
2.774,9.7876,82.705
2.775,9.7877,82.716
2.776,9.7877,82.726
2.777,9.7878,82.737
2.778,9.7878,82.748
2.779,9.7879,82.759
2.78,9.7879,82.769
2.781,9.788,82.78
2.782,9.7881,82.791
2.783,9.7881,82.801
2.784,9.7882,82.812
2.785,9.7882,82.823
2.786,9.7883,82.833
2.787,9.7883,82.844
2.788,9.7884,82.855
2.789,9.7884,82.865
2.79,9.7885,82.876
2.791,9.7885,82.886
2.792,9.7886,82.897
2.793,9.7886,82.907
2.794,9.7887,82.918
2.795,9.7888,82.929
2.796,9.7888,82.939
2.797,9.7889,82.95
2.798,9.7889,82.96
2.799,9.789,82.971
2.8,9.789,82.981
2.801,9.7891,82.992
2.802,9.7891,83.002
2.803,9.7892,83.013
2.804,9.7892,83.023
2.805,9.7893,83.033
2.806,9.7893,83.044
2.807,9.7894,83.054
2.808,9.7894,83.065
2.809,9.7895,83.075
2.81,9.7895,83.086
2.811,9.7896,83.096
2.812,9.7896,83.106
2.813,9.7897,83.117
2.814,9.7897,83.127
2.815,9.7898,83.137
2.816,9.7898,83.148
2.817,9.7899,83.158
2.818,9.7899,83.168
2.819,9.79,83.179
2.82,9.79,83.189
2.821,9.7901,83.199
2.822,9.7901,83.21
2.823,9.7902,83.22
2.824,9.7902,83.23
2.825,9.7903,83.24
2.826,9.7903,83.251
2.827,9.7904,83.261
2.828,9.7904,83.271
2.829,9.7905,83.281
2.83,9.7905,83.291
2.831,9.7906,83.302
2.832,9.7906,83.312
2.833,9.7907,83.322
2.834,9.7907,83.332
2.835,9.7908,83.342
2.836,9.7908,83.352
2.837,9.7909,83.363
2.838,9.7909,83.373
2.839,9.791,83.383
2.84,9.791,83.393
2.841,9.7911,83.403
2.842,9.7911,83.413
2.843,9.7912,83.423
2.844,9.7912,83.433
2.845,9.7912,83.443
2.846,9.7913,83.453
2.847,9.7913,83.463
2.848,9.7914,83.473
2.849,9.7914,83.483
2.85,9.7915,83.493
2.851,9.7915,83.503
2.852,9.7916,83.513
2.853,9.7916,83.523
2.854,9.7917,83.533
2.855,9.7917,83.543
2.856,9.7918,83.553
2.857,9.7918,83.563
2.858,9.7918,83.573
2.859,9.7919,83.583
2.86,9.7919,83.593
2.861,9.792,83.603
2.862,9.792,83.613
2.863,9.7921,83.623
2.864,9.7921,83.633
2.865,9.7922,83.642
2.866,9.7922,83.652
2.867,9.7923,83.662
2.868,9.7923,83.672
2.869,9.7923,83.682
2.87,9.7924,83.692
2.871,9.7924,83.701
2.872,9.7925,83.711
2.873,9.7925,83.721
2.874,9.7926,83.731
2.875,9.7926,83.741
2.876,9.7926,83.75
2.877,9.7927,83.76
2.878,9.7927,83.77
2.879,9.7928,83.78
2.88,9.7928,83.789
2.881,9.7929,83.799
2.882,9.7929,83.809
2.883,9.7929,83.818
2.884,9.793,83.828
2.885,9.793,83.838
2.886,9.7931,83.847
2.887,9.7931,83.857
2.888,9.7932,83.867
2.889,9.7932,83.876
2.89,9.7932,83.886
2.891,9.7933,83.896
2.892,9.7933,83.905
2.893,9.7934,83.915
2.894,9.7934,83.924
2.895,9.7935,83.934
2.896,9.7935,83.944
2.897,9.7935,83.953
2.898,9.7936,83.963
2.899,9.7936,83.972
2.9,9.7937,83.982
2.901,9.7937,83.991
2.902,9.7937,84.001
2.903,9.7938,84.01
2.904,9.7938,84.02
2.905,9.7939,84.029
2.906,9.7939,84.039
2.907,9.7939,84.048
2.908,9.794,84.058
2.909,9.794,84.067
2.91,9.7941,84.077
2.911,9.7941,84.086
2.912,9.7941,84.096
2.913,9.7942,84.105
2.914,9.7942,84.114
2.915,9.7943,84.124
2.916,9.7943,84.133
2.917,9.7943,84.143
2.918,9.7944,84.152
2.919,9.7944,84.161
2.92,9.7945,84.171
2.921,9.7945,84.18
2.922,9.7945,84.189
2.923,9.7946,84.199
2.924,9.7946,84.208
2.925,9.7946,84.217
2.926,9.7947,84.227
2.927,9.7947,84.236
2.928,9.7948,84.245
2.929,9.7948,84.255
2.93,9.7948,84.264
2.931,9.7949,84.273
2.932,9.7949,84.282
2.933,9.795,84.292
2.934,9.795,84.301
2.935,9.795,84.31
2.936,9.7951,84.319
2.937,9.7951,84.328
2.938,9.7951,84.338
2.939,9.7952,84.347
2.94,9.7952,84.356
2.941,9.7952,84.365
2.942,9.7953,84.374
2.943,9.7953,84.384
2.944,9.7954,84.393
2.945,9.7954,84.402
2.946,9.7954,84.411
2.947,9.7955,84.42
2.948,9.7955,84.429
2.949,9.7955,84.438
2.95,9.7956,84.447
2.951,9.7956,84.456
2.952,9.7956,84.466
2.953,9.7957,84.475
2.954,9.7957,84.484
2.955,9.7958,84.493
2.956,9.7958,84.502
2.957,9.7958,84.511
2.958,9.7959,84.52
2.959,9.7959,84.529
2.96,9.7959,84.538
2.961,9.796,84.547
2.962,9.796,84.556
2.963,9.796,84.565
2.964,9.7961,84.574
2.965,9.7961,84.583
2.966,9.7961,84.592
2.967,9.7962,84.601
2.968,9.7962,84.61
2.969,9.7962,84.619
2.97,9.7963,84.627
2.971,9.7963,84.636
2.972,9.7963,84.645
2.973,9.7964,84.654
2.974,9.7964,84.663
2.975,9.7964,84.672
2.976,9.7965,84.681
2.977,9.7965,84.69
2.978,9.7966,84.698
2.979,9.7966,84.707
2.98,9.7966,84.716
2.981,9.7967,84.725
2.982,9.7967,84.734
2.983,9.7967,84.743
2.984,9.7968,84.751
2.985,9.7968,84.76
2.986,9.7968,84.769
2.987,9.7968,84.778
2.988,9.7969,84.787
2.989,9.7969,84.795
2.99,9.7969,84.804
2.991,9.797,84.813
2.992,9.797,84.822
2.993,9.797,84.83
2.994,9.7971,84.839
2.995,9.7971,84.848
2.996,9.7971,84.856
2.997,9.7972,84.865
2.998,9.7972,84.874
2.999,9.7972,84.882
3,9.7973,84.891
3.001,9.7973,84.9
3.002,9.7973,84.908
3.003,9.7974,84.917
3.004,9.7974,84.926
3.005,9.7974,84.934
3.006,9.7975,84.943
3.007,9.7975,84.952
3.008,9.7975,84.96
3.009,9.7975,84.969
3.01,9.7976,84.977
3.011,9.7976,84.986
3.012,9.7976,84.994
3.013,9.7977,85.003
3.014,9.7977,85.012
3.015,9.7977,85.02
3.016,9.7978,85.029
3.017,9.7978,85.037
3.018,9.7978,85.046
3.019,9.7979,85.054
3.02,9.7979,85.063
3.021,9.7979,85.071
3.022,9.7979,85.08
3.023,9.798,85.088
3.024,9.798,85.097
3.025,9.798,85.105
3.026,9.7981,85.113
3.027,9.7981,85.122
3.028,9.7981,85.13
3.029,9.7982,85.139
3.03,9.7982,85.147
3.031,9.7982,85.156
3.032,9.7982,85.164
3.033,9.7983,85.172
3.034,9.7983,85.181
3.035,9.7983,85.189
3.036,9.7984,85.198
3.037,9.7984,85.206
3.038,9.7984,85.214
3.039,9.7984,85.223
3.04,9.7985,85.231
3.041,9.7985,85.239
3.042,9.7985,85.248
3.043,9.7986,85.256
3.044,9.7986,85.264
3.045,9.7986,85.273
3.046,9.7986,85.281
3.047,9.7987,85.289
3.048,9.7987,85.297
3.049,9.7987,85.306
3.05,9.7988,85.314
3.051,9.7988,85.322
3.052,9.7988,85.33
3.053,9.7988,85.339
3.054,9.7989,85.347
3.055,9.7989,85.355
3.056,9.7989,85.363
3.057,9.7989,85.371
3.058,9.799,85.38
3.059,9.799,85.388
3.06,9.799,85.396
3.061,9.7991,85.404
3.062,9.7991,85.412
3.063,9.7991,85.421
3.064,9.7991,85.429
3.065,9.7992,85.437
3.066,9.7992,85.445
3.067,9.7992,85.453
3.068,9.7992,85.461
3.069,9.7993,85.469
3.07,9.7993,85.477
3.071,9.7993,85.485
3.072,9.7993,85.494
3.073,9.7994,85.502
3.074,9.7994,85.51
3.075,9.7994,85.518
3.076,9.7995,85.526
3.077,9.7995,85.534
3.078,9.7995,85.542
3.079,9.7995,85.55
3.08,9.7996,85.558
3.081,9.7996,85.566
3.082,9.7996,85.574
3.083,9.7996,85.582
3.084,9.7997,85.59
3.085,9.7997,85.598
3.086,9.7997,85.606
3.087,9.7997,85.614
3.088,9.7998,85.622
3.089,9.7998,85.63
3.09,9.7998,85.638
3.091,9.7998,85.646
3.092,9.7999,85.654
3.093,9.7999,85.661
3.094,9.7999,85.669
3.095,9.7999,85.677
3.096,9.8,85.685
3.097,9.8,85.693
3.098,9.8,85.701
3.099,9.8,85.709
3.1,9.8001,85.717
3.101,9.8001,85.725
3.102,9.8001,85.732
3.103,9.8001,85.74
3.104,9.8002,85.748
3.105,9.8002,85.756
3.106,9.8002,85.764
3.107,9.8002,85.772
3.108,9.8002,85.779
3.109,9.8003,85.787
3.11,9.8003,85.795
3.111,9.8003,85.803
3.112,9.8003,85.811
3.113,9.8004,85.818
3.114,9.8004,85.826
3.115,9.8004,85.834
3.116,9.8004,85.842
3.117,9.8005,85.849
3.118,9.8005,85.857
3.119,9.8005,85.865
3.12,9.8005,85.872
3.121,9.8006,85.88
3.122,9.8006,85.888
3.123,9.8006,85.896
3.124,9.8006,85.903
3.125,9.8006,85.911
3.126,9.8007,85.919
3.127,9.8007,85.926
3.128,9.8007,85.934
3.129,9.8007,85.942
3.13,9.8008,85.949
3.131,9.8008,85.957
3.132,9.8008,85.964
3.133,9.8008,85.972
3.134,9.8008,85.98
3.135,9.8009,85.987
3.136,9.8009,85.995
3.137,9.8009,86.002
3.138,9.8009,86.01
3.139,9.801,86.018
3.14,9.801,86.025
3.141,9.801,86.033
3.142,9.801,86.04
3.143,9.801,86.048
3.144,9.8011,86.055
3.145,9.8011,86.063
3.146,9.8011,86.07
3.147,9.8011,86.078
3.148,9.8012,86.085
3.149,9.8012,86.093
3.15,9.8012,86.1
3.151,9.8012,86.108
3.152,9.8012,86.115
3.153,9.8013,86.123
3.154,9.8013,86.13
3.155,9.8013,86.138
3.156,9.8013,86.145
3.157,9.8013,86.153
3.158,9.8014,86.16
3.159,9.8014,86.168
3.16,9.8014,86.175
3.161,9.8014,86.182
3.162,9.8014,86.19
3.163,9.8015,86.197
3.164,9.8015,86.205
3.165,9.8015,86.212
3.166,9.8015,86.219
3.167,9.8015,86.227
3.168,9.8016,86.234
3.169,9.8016,86.241
3.17,9.8016,86.249
3.171,9.8016,86.256
3.172,9.8016,86.264
3.173,9.8017,86.271
3.174,9.8017,86.278
3.175,9.8017,86.285
3.176,9.8017,86.293
3.177,9.8017,86.3
3.178,9.8018,86.307
3.179,9.8018,86.315
3.18,9.8018,86.322
3.181,9.8018,86.329
3.182,9.8018,86.336
3.183,9.8019,86.344
3.184,9.8019,86.351
3.185,9.8019,86.358
3.186,9.8019,86.365
3.187,9.8019,86.373
3.188,9.802,86.38
3.189,9.802,86.387
3.19,9.802,86.394
3.191,9.802,86.402
3.192,9.802,86.409
3.193,9.8021,86.416
3.194,9.8021,86.423
3.195,9.8021,86.43
3.196,9.8021,86.437
3.197,9.8021,86.445
3.198,9.8021,86.452
3.199,9.8022,86.459
3.2,9.8022,86.466
3.201,9.8022,86.473
3.202,9.8022,86.48
3.203,9.8022,86.487
3.204,9.8023,86.495
3.205,9.8023,86.502
3.206,9.8023,86.509
3.207,9.8023,86.516
3.208,9.8023,86.523
3.209,9.8023,86.53
3.21,9.8024,86.537
3.211,9.8024,86.544
3.212,9.8024,86.551
3.213,9.8024,86.558
3.214,9.8024,86.565
3.215,9.8025,86.572
3.216,9.8025,86.579
3.217,9.8025,86.586
3.218,9.8025,86.593
3.219,9.8025,86.6
3.22,9.8025,86.607
3.221,9.8026,86.614
3.222,9.8026,86.621
3.223,9.8026,86.628
3.224,9.8026,86.635
3.225,9.8026,86.642
3.226,9.8026,86.649
3.227,9.8027,86.656
3.228,9.8027,86.663
3.229,9.8027,86.67
3.23,9.8027,86.677
3.231,9.8027,86.684
3.232,9.8027,86.691
3.233,9.8028,86.698
3.234,9.8028,86.705
3.235,9.8028,86.712
3.236,9.8028,86.718
3.237,9.8028,86.725
3.238,9.8028,86.732
3.239,9.8029,86.739
3.24,9.8029,86.746
3.241,9.8029,86.753
3.242,9.8029,86.76
3.243,9.8029,86.766
3.244,9.8029,86.773
3.245,9.803,86.78
3.246,9.803,86.787
3.247,9.803,86.794
3.248,9.803,86.801
3.249,9.803,86.807
3.25,9.803,86.814
3.251,9.8031,86.821
3.252,9.8031,86.828
3.253,9.8031,86.835
3.254,9.8031,86.841
3.255,9.8031,86.848
3.256,9.8031,86.855
3.257,9.8032,86.862
3.258,9.8032,86.868
3.259,9.8032,86.875
3.26,9.8032,86.882
3.261,9.8032,86.889
3.262,9.8032,86.895
3.263,9.8032,86.902
3.264,9.8033,86.909
3.265,9.8033,86.915
3.266,9.8033,86.922
3.267,9.8033,86.929
3.268,9.8033,86.935
3.269,9.8033,86.942
3.27,9.8034,86.949
3.271,9.8034,86.955
3.272,9.8034,86.962
3.273,9.8034,86.969
3.274,9.8034,86.975
3.275,9.8034,86.982
3.276,9.8034,86.989
3.277,9.8035,86.995
3.278,9.8035,87.002
3.279,9.8035,87.008
3.28,9.8035,87.015
3.281,9.8035,87.022
3.282,9.8035,87.028
3.283,9.8035,87.035
3.284,9.8036,87.041
3.285,9.8036,87.048
3.286,9.8036,87.055
3.287,9.8036,87.061
3.288,9.8036,87.068
3.289,9.8036,87.074
3.29,9.8036,87.081
3.291,9.8037,87.087
3.292,9.8037,87.094
3.293,9.8037,87.1
3.294,9.8037,87.107
3.295,9.8037,87.113
3.296,9.8037,87.12
3.297,9.8037,87.126
3.298,9.8038,87.133
3.299,9.8038,87.139
3.3,9.8038,87.146
3.301,9.8038,87.152
3.302,9.8038,87.159
3.303,9.8038,87.165
3.304,9.8038,87.172
3.305,9.8039,87.178
3.306,9.8039,87.184
3.307,9.8039,87.191
3.308,9.8039,87.197
3.309,9.8039,87.204
3.31,9.8039,87.21
3.311,9.8039,87.217
3.312,9.804,87.223
3.313,9.804,87.229
3.314,9.804,87.236
3.315,9.804,87.242
3.316,9.804,87.248
3.317,9.804,87.255
3.318,9.804,87.261
3.319,9.804,87.268
3.32,9.8041,87.274
3.321,9.8041,87.28
3.322,9.8041,87.287
3.323,9.8041,87.293
3.324,9.8041,87.299
3.325,9.8041,87.306
3.326,9.8041,87.312
3.327,9.8041,87.318
3.328,9.8042,87.324
3.329,9.8042,87.331
3.33,9.8042,87.337
3.331,9.8042,87.343
3.332,9.8042,87.35
3.333,9.8042,87.356
3.334,9.8042,87.362
3.335,9.8042,87.368
3.336,9.8043,87.375
3.337,9.8043,87.381
3.338,9.8043,87.387
3.339,9.8043,87.393
3.34,9.8043,87.4
3.341,9.8043,87.406
3.342,9.8043,87.412
3.343,9.8043,87.418
3.344,9.8044,87.424
3.345,9.8044,87.431
3.346,9.8044,87.437
3.347,9.8044,87.443
3.348,9.8044,87.449
3.349,9.8044,87.455
3.35,9.8044,87.461
3.351,9.8044,87.468
3.352,9.8045,87.474
3.353,9.8045,87.48
3.354,9.8045,87.486
3.355,9.8045,87.492
3.356,9.8045,87.498
3.357,9.8045,87.504
3.358,9.8045,87.511
3.359,9.8045,87.517
3.36,9.8045,87.523
3.361,9.8046,87.529
3.362,9.8046,87.535
3.363,9.8046,87.541
3.364,9.8046,87.547
3.365,9.8046,87.553
3.366,9.8046,87.559
3.367,9.8046,87.565
3.368,9.8046,87.571
3.369,9.8046,87.577
3.37,9.8047,87.583
3.371,9.8047,87.59
3.372,9.8047,87.596
3.373,9.8047,87.602
3.374,9.8047,87.608
3.375,9.8047,87.614
3.376,9.8047,87.62
3.377,9.8047,87.626
3.378,9.8047,87.632
3.379,9.8048,87.638
3.38,9.8048,87.644
3.381,9.8048,87.65
3.382,9.8048,87.656
3.383,9.8048,87.662
3.384,9.8048,87.667
3.385,9.8048,87.673
3.386,9.8048,87.679
3.387,9.8048,87.685
3.388,9.8049,87.691
3.389,9.8049,87.697
3.39,9.8049,87.703
3.391,9.8049,87.709
